Drug1,Drug2,Label
Cyproheptadine,Bromazepam,1
Cyproteroneacetate,Bromazepam,3
Dabrafenib,Bromazepam,3
Dantrolene,Bromazepam,1
Dasatinib,Bromazepam,2
Desipramine,Bromazepam,1
Desloratadine,Bromazepam,1
Desvenlafaxine,Bromazepam,1
Dexmedetomidine,Bromazepam,1
Dextropropoxyphene,Bromazepam,1
Diazepam,Bromazepam,1
Dihydroergotamine,Bromazepam,0
Diltiazem,Bromazepam,0
Diphenhydramine,Bromazepam,1
Dosulepin,Bromazepam,0
Doxepin,Bromazepam,1
Doxycycline,Bromazepam,0
Doxylamine,Bromazepam,5
Dronabinol,Bromazepam,5
Dronedarone,Bromazepam,0
Duloxetine,Bromazepam,1
Enflurane,Bromazepam,1
Entacapone,Bromazepam,1
Enzalutamide,Bromazepam,3
Erythromycin,Bromazepam,0
Escitalopram,Bromazepam,1
Eslicarbazepineacetate,Bromazepam,0
Esomeprazole,Bromazepam,0
Estazolam,Bromazepam,1
Eszopiclone,Bromazepam,1
Ethanol,Bromazepam,5
Ethosuximide,Bromazepam,1
Ethotoin,Bromazepam,1
Ethylmorphine,Bromazepam,1
Etizolam,Bromazepam,1
Etomidate,Bromazepam,1
Ezogabine,Bromazepam,1
Felbamate,Bromazepam,1
Fentanyl,Bromazepam,1
Fexofenadine,Bromazepam,1
Flibanserin,Bromazepam,1
Flunarizine,Bromazepam,1
Flunitrazepam,Bromazepam,1
Fluoxetine,Bromazepam,0
Flupentixol,Bromazepam,1
Fluphenazine,Bromazepam,1
Flurazepam,Bromazepam,1
Fluticasonepropionate,Bromazepam,1
Fluvoxamine,Bromazepam,2
Fosphenytoin,Bromazepam,2
Fospropofol,Bromazepam,1
Gabapentin,Bromazepam,1
Gemfibrozil,Bromazepam,0
Glutethimide,Bromazepam,1
Guanfacine,Bromazepam,1
Haloperidol,Bromazepam,1
Halothane,Bromazepam,1
Hexobarbital,Bromazepam,1
Hydrocodone,Bromazepam,5
Hydromorphone,Bromazepam,1
Hydroxyzine,Bromazepam,5
Iloperidone,Bromazepam,1
Imatinib,Bromazepam,0
Imipramine,Bromazepam,1
Isavuconazole,Bromazepam,2
Isoflurane,Bromazepam,1
Isoniazid,Bromazepam,0
Isradipine,Bromazepam,0
Itraconazole,Bromazepam,0
Ivacaftor,Bromazepam,2
Ketamine,Bromazepam,1
Ketazolam,Bromazepam,1
Ketobemidone,Bromazepam,1
Ketoconazole,Bromazepam,0
Lamotrigine,Bromazepam,1
Levobupivacaine,Bromazepam,1
Levocetirizine,Bromazepam,1
Levodopa,Bromazepam,1
Levomethadylacetate,Bromazepam,1
Levomilnacipran,Bromazepam,1
Lidocaine,Bromazepam,0
Lobeglitazone,Bromazepam,0
Loratadine,Bromazepam,1
Lorazepam,Bromazepam,1
Lorpiprazole,Bromazepam,2
Lovastatin,Bromazepam,0
Lumacaftor,Bromazepam,3
Lurasidone,Bromazepam,1
Maprotiline,Bromazepam,1
Meclizine,Bromazepam,1
Melatonin,Bromazepam,1
Melperone,Bromazepam,1
Meprobamate,Bromazepam,1
Mesoridazine,Bromazepam,1
Methadone,Bromazepam,5
Methotrimeprazine,Bromazepam,5
Methoxyflurane,Bromazepam,1
Methsuximide,Bromazepam,1
Methylphenobarbital,Bromazepam,1
Mexiletine,Bromazepam,0
Midazolam,Bromazepam,1
Midostaurin,Bromazepam,0
Mifepristone,Bromazepam,2
Mirtazapine,Bromazepam,5
Mitotane,Bromazepam,3
Moclobemide,Bromazepam,0
Modafinil,Bromazepam,0
Morphine,Bromazepam,1
Nabilone,Bromazepam,5
Nefazodone,Bromazepam,0
Netupitant,Bromazepam,2
Nicardipine,Bromazepam,0
Budesonide,Bromfenac,1
Bumetanide,Bromfenac,4
Candesartancilexetil,Bromfenac,1
Captopril,Bromfenac,1
Carteolol,Bromfenac,9
Carvedilol,Bromfenac,9
Celecoxib,Bromfenac,1
Celiprolol,Bromfenac,9
Chloroquine,Bromfenac,1
Ciclesonide,Bromfenac,1
Clobetasolpropionate,Bromfenac,1
Clodronicacid,Bromfenac,1
Cortisoneacetate,Bromfenac,1
Cyclosporine,Bromfenac,31
Dabigatranetexilate,Bromfenac,11
Daunorubicin,Bromfenac,19
Desmopressin,Bromfenac,1
Dexamethasone,Bromfenac,1
Dexketoprofen,Bromfenac,1
Diclofenac,Bromfenac,1
Dicoumarol,Bromfenac,11
Diflunisal,Bromfenac,1
Digoxin,Bromfenac,2
Dinoprostone,Bromfenac,4
Doxorubicin,Bromfenac,19
Drospirenone,Bromfenac,30
Enalapril,Bromfenac,1
Enoxacin,Bromfenac,34
Epirubicin,Bromfenac,19
Eplerenone,Bromfenac,9
Epoprostenol,Bromfenac,4
Eprosartan,Bromfenac,1
Estrone,Bromfenac,1
Estronesulfate,Bromfenac,1
Etacrynicacid,Bromfenac,4
Etodolac,Bromfenac,1
Etoricoxib,Bromfenac,1
Flunisolide,Bromfenac,1
Fluocinoloneacetonide,Bromfenac,1
Fluorometholone,Bromfenac,1
Flurbiprofen,Bromfenac,1
Fluticasonefuroate,Bromfenac,1
Fluticasonepropionate,Bromfenac,1
Folicacid,Bromfenac,4
Furosemide,Bromfenac,4
Haloperidol,Bromfenac,1
Hydralazine,Bromfenac,9
Hydrocortisone,Bromfenac,1
Ibuprofen,Bromfenac,1
Idarubicin,Bromfenac,19
Indapamide,Bromfenac,4
Indomethacin,Bromfenac,1
Irbesartan,Bromfenac,1
Ketoprofen,Bromfenac,1
Labetalol,Bromfenac,9
Leflunomide,Bromfenac,1
Levofloxacin,Bromfenac,34
Lornoxicam,Bromfenac,1
Losartan,Bromfenac,1
Loxoprofen,Bromfenac,1
Lubiprostone,Bromfenac,4
Lumiracoxib,Bromfenac,1
Masoprocol,Bromfenac,1
Mefenamicacid,Bromfenac,1
Meloxicam,Bromfenac,1
Metamizole,Bromfenac,1
Methotrexate,Bromfenac,2
Methylprednisolone,Bromfenac,1
Metoprolol,Bromfenac,9
Mometasone,Bromfenac,1
Morniflumate,Bromfenac,1
Mycophenolatemofetil,Bromfenac,1
Mycophenolicacid,Bromfenac,1
Nabumetone,Bromfenac,1
Naproxen,Bromfenac,1
Nebivolol,Bromfenac,9
Bumetanide,Bromocriptine,1
Bupivacaine,Bromocriptine,1
Buprenorphine,Bromocriptine,1
Bupropion,Bromocriptine,1
Buspirone,Bromocriptine,1
Cabergoline,Bromocriptine,1
Caffeine,Bromocriptine,1
Canagliflozin,Bromocriptine,1
Candesartancilexetil,Bromocriptine,1
Capsaicin,Bromocriptine,1
Captopril,Bromocriptine,2
Carbamazepine,Bromocriptine,8
Cariprazine,Bromocriptine,4
Carteolol,Bromocriptine,20
Carvedilol,Bromocriptine,20
Celiprolol,Bromocriptine,20
Ceritinib,Bromocriptine,2
Cerivastatin,Bromocriptine,2
Chloramphenicol,Bromocriptine,1
Chlorpromazine,Bromocriptine,4
Chlorzoxazone,Bromocriptine,1
Cilnidipine,Bromocriptine,1
Cilostazol,Bromocriptine,1
Ciprofloxacin,Bromocriptine,1
Cisapride,Bromocriptine,1
Citalopram,Bromocriptine,1
Clarithromycin,Bromocriptine,1
Clemastine,Bromocriptine,1
Clenbuterol,Bromocriptine,23
Clevidipine,Bromocriptine,1
Clofarabine,Bromocriptine,1
Clofazimine,Bromocriptine,1
Clomifene,Bromocriptine,1
Clomipramine,Bromocriptine,9
Clonidine,Bromocriptine,23
Clotiazepam,Bromocriptine,1
Clotrimazole,Bromocriptine,1
Clozapine,Bromocriptine,1
Cocaine,Bromocriptine,1
Colchicine,Bromocriptine,2
Conivaptan,Bromocriptine,2
Cortisoneacetate,Bromocriptine,1
Crizotinib,Bromocriptine,1
Cyclobenzaprine,Bromocriptine,9
Cyclophosphamide,Bromocriptine,1
Cyclosporine,Bromocriptine,2
Dabigatranetexilate,Bromocriptine,12
Bromocriptine,Dabrafenib,3
Bromocriptine,Danazol,1
Bromocriptine,Dapagliflozin,1
Bromocriptine,Dasatinib,2
Bromocriptine,Daunorubicin,1
Bromocriptine,Desipramine,1
Bromocriptine,Desvenlafaxine,1
Bromocriptine,Dexamethasone,1
Bromocriptine,Dexmedetomidine,23
Bromocriptine,Dextromethorphan,1
Bromocriptine,Dextropropoxyphene,1
Bromocriptine,Diazepam,1
Bromocriptine,Diclofenamide,1
Bromocriptine,Diethylstilbestrol,1
Bromocriptine,Diflunisal,10
Bromocriptine,Dihydroergotamine,1
Bromocriptine,Diltiazem,0
Bromocriptine,Dobutamine,23
Bromocriptine,Docetaxel,1
Bromocriptine,Dolasetron,14
Bromocriptine,Dosulepin,9
Bromocriptine,Doxazosin,1
Bromocriptine,Doxepin,9
Bromocriptine,Doxycycline,1
Bromocriptine,Dronedarone,1
Bromocriptine,Droxidopa,32
Bromocriptine,Duloxetine,17
Bromocriptine,Econazole,1
Bromocriptine,Efonidipine,1
Bromocriptine,Eletriptan,33
Bromocriptine,Enalapril,2
Bromocriptine,Enasidenib,1
Bromocriptine,Enoxacin,10
Bromocriptine,Enzalutamide,3
Bromocriptine,Ephedrine,23
Bromocriptine,Epinastine,23
Bromocriptine,Epinephrine,23
Bromocriptine,Eplerenone,1
Bromocriptine,Epoprostenol,1
Bromocriptine,Eprosartan,1
Bromocriptine,Ergonovine,1
Bromocriptine,Ergotamine,1
Bromocriptine,Erythromycin,1
Bromocriptine,Escitalopram,1
Bromocriptine,Etacrynicacid,1
Bromocriptine,Ethanol,1
Bromocriptine,Etoposide,1
Bromocriptine,Etoricoxib,1
Bromocriptine,Everolimus,2
Bromocriptine,Ezetimibe,1
Bromocriptine,Felodipine,1
Bromocriptine,Fentanyl,1
Bromocriptine,Fluoxetine,1
Bromocriptine,Flupentixol,4
Bromocriptine,Fluphenazine,4
Bromocriptine,Fluticasonepropionate,1
Bromocriptine,Fluvastatin,2
Bromocriptine,Fluvoxamine,1
Bromocriptine,Formoterol,23
Bromocriptine,Fosphenytoin,8
Bromocriptine,Frovatriptan,33
Bromocriptine,Furosemide,1
Bromocriptine,Gemfibrozil,1
Bromocriptine,Glyburide,1
Bromocriptine,Granisetron,14
Bromocriptine,Guanabenz,23
Bromocriptine,Guanfacine,23
Bromocriptine,Haloperidol,1
Bromocriptine,Halothane,1
Bromocriptine,Hexobarbital,7
Bromocriptine,Histamine,1
Bromocriptine,Hydralazine,1
Bromocriptine,Hydrocortisone,1
Bromocriptine,Ibrutinib,2
Bromocriptine,Ifosfamide,1
Bromocriptine,Iloperidone,1
Bromocriptine,Imatinib,1
Bromocriptine,Imipramine,9
Bromocriptine,Indapamide,1
Bromocriptine,Irbesartan,1
Bromocriptine,Irinotecan,1
Bromocriptine,Isavuconazole,2
Bromocriptine,Isoflurane,1
Bromocriptine,Isoflurophate,2
Bromocriptine,Isoniazid,1
Bromocriptine,Isoprenaline,23
Bromocriptine,Isosorbidedinitrate,1
Bromocriptine,Isosorbidemononitrate,1
Bromocriptine,Isradipine,1
Bromocriptine,Itraconazole,1
Bromocriptine,Ivacaftor,2
Bromocriptine,Ketazolam,1
Bromocriptine,Ketoconazole,1
Bromocriptine,Labetalol,20
Bromocriptine,Lansoprazole,1
Bromocriptine,Lapatinib,1
Bromocriptine,Lercanidipine,1
Bromocriptine,Levobupivacaine,1
Bromocriptine,Levodopa,17
Bromocriptine,Levofloxacin,1
Bromocriptine,Levomilnacipran,1
Bromocriptine,Levosalbutamol,1
Bromocriptine,Lidocaine,1
Bromocriptine,Linagliptin,1
Bromocriptine,Lisuride,33
Bromocriptine,Lomitapide,1
Bromocriptine,Lomustine,1
Bromocriptine,Loratadine,1
Bromocriptine,Lorcaserin,1
Bromocriptine,Lorpiprazole,2
Bromocriptine,Losartan,1
Bromocriptine,Lovastatin,2
Bromocriptine,Lumacaftor,3
Bromocriptine,Lurasidone,1
Bromocriptine,Maprotiline,1
Bromocriptine,Mefloquine,1
Bromocriptine,Melperone,4
Bromocriptine,Mequitazine,1
Bromocriptine,Mesoridazine,4
Bromocriptine,Methadone,1
Bromocriptine,Methazolamide,1
Bromocriptine,Methimazole,1
Bromocriptine,Methotrimeprazine,4
Bromocriptine,Methyldopa,23
Bromocriptine,Methylergometrine,1
Bromocriptine,Methylphenidate,1
Bromocriptine,Methylphenobarbital,7
Bromocriptine,Methylprednisolone,1
Bromocriptine,Methyltestosterone,10
Bromocriptine,Metoclopramide,4
Bromocriptine,Metoprolol,20
Bromocriptine,Metronidazole,1
Bromocriptine,Metyrapone,1
Bromocriptine,Mianserin,4
Bromocriptine,Miconazole,1
Bromocriptine,Midazolam,1
Bromocriptine,Midodrine,32
Bromocriptine,Mifepristone,2
Bromocriptine,Minaprine,0
Bromocriptine,Mirabegron,23
Bromocriptine,Mirtazapine,9
Bromocriptine,Mitotane,3
Bromocriptine,Mitoxantrone,1
Bromocriptine,Moclobemide,0
Bromocriptine,Modafinil,1
Bromocriptine,Morphine,1
Bromocriptine,Nabilone,1
Bromocriptine,Naloxegol,2
Bromocriptine,Nandrolonedecanoate,10
Bromocriptine,Naratriptan,33
Bromocriptine,Nebivolol,23
Bromocriptine,Nefazodone,0
Bromocriptine,Netupitant,2
Bromocriptine,Nicardipine,1
Brompheniramine,Bupivacaine,1
Brompheniramine,Buprenorphine,5
Brompheniramine,Bupropion,0
Brompheniramine,Buspirone,1
Brompheniramine,Butamben,1
Brompheniramine,Capecitabine,0
Brompheniramine,Carbamazepine,8
Brompheniramine,Carbinoxamine,1
Brompheniramine,Carisoprodol,1
Brompheniramine,Celecoxib,0
Brompheniramine,Ceritinib,2
Brompheniramine,Chloramphenicol,0
Brompheniramine,Chloroprocaine,1
Brompheniramine,Chloroquine,0
Brompheniramine,Chlorphenamine,1
Brompheniramine,Chlorpromazine,0
Brompheniramine,Chlorzoxazone,1
Brompheniramine,Cholecalciferol,0
Brompheniramine,Cimetidine,0
Brompheniramine,Cinacalcet,0
Brompheniramine,Cinchocaine,1
Brompheniramine,Citalopram,0
Brompheniramine,Clarithromycin,0
Brompheniramine,Clemastine,0
Brompheniramine,Clomipramine,0
Brompheniramine,Clonazepam,1
Brompheniramine,Clonidine,1
Brompheniramine,Clopidogrel,0
Brompheniramine,Clorazepate,1
Brompheniramine,Clotrimazole,0
Brompheniramine,Clozapine,0
Brompheniramine,Cocaine,0
Brompheniramine,Codeine,1
Brompheniramine,Conivaptan,2
Brompheniramine,Crisaborole,0
Brompheniramine,Crizotinib,0
Brompheniramine,Cyclizine,1
Brompheniramine,Cyclobenzaprine,1
Brompheniramine,Cyclosporine,0
Brompheniramine,Cyproheptadine,1
Brompheniramine,Cyproteroneacetate,3
Brompheniramine,Dabrafenib,3
Brompheniramine,Dantrolene,1
Brompheniramine,Darifenacin,0
Brompheniramine,Dasatinib,2
Brompheniramine,Desipramine,0
Brompheniramine,Desloratadine,1
Brompheniramine,Desvenlafaxine,1
Brompheniramine,Dexmedetomidine,1
Brompheniramine,Dextroamphetamine,21
Brompheniramine,Dextropropoxyphene,1
Brompheniramine,Diazepam,1
Brompheniramine,Dihydroergotamine,0
Brompheniramine,Diltiazem,0
Brompheniramine,Diphenhydramine,0
Brompheniramine,Dosulepin,0
Brompheniramine,Doxepin,1
Brompheniramine,Doxorubicin,0
Brompheniramine,Doxycycline,0
Brompheniramine,Doxylamine,5
Brompheniramine,Dronabinol,5
Brompheniramine,Dronedarone,0
Brompheniramine,Duloxetine,0
Brompheniramine,Eliglustat,0
Brompheniramine,Enflurane,1
Brompheniramine,Entacapone,1
Brompheniramine,Enzalutamide,3
Brompheniramine,Erythromycin,0
Brompheniramine,Escitalopram,1
Brompheniramine,Eslicarbazepineacetate,0
Brompheniramine,Esomeprazole,0
Brompheniramine,Estazolam,1
Brompheniramine,Eszopiclone,1
Brompheniramine,Ethanol,5
Brompheniramine,Ethosuximide,1
Brompheniramine,Ethotoin,1
Brompheniramine,Ethylmorphine,1
Brompheniramine,Etizolam,1
Brompheniramine,Etomidate,1
Brompheniramine,Ezogabine,1
Brompheniramine,Felbamate,1
Brompheniramine,Felodipine,0
Brompheniramine,Fentanyl,1
Brompheniramine,Fesoterodine,12
Fexofenadine,Brompheniramine,1
Flibanserin,Brompheniramine,1
Floxuridine,Brompheniramine,0
Flunarizine,Brompheniramine,1
Flunitrazepam,Brompheniramine,1
Fluorouracil,Brompheniramine,0
Fluoxetine,Brompheniramine,0
Flupentixol,Brompheniramine,1
Fluphenazine,Brompheniramine,1
Flurazepam,Brompheniramine,1
Fluticasonepropionate,Brompheniramine,1
Fluvastatin,Brompheniramine,0
Fluvoxamine,Brompheniramine,0
Fosphenytoin,Brompheniramine,8
Fospropofol,Brompheniramine,1
Gabapentin,Brompheniramine,1
Gemfibrozil,Brompheniramine,0
Glutethimide,Brompheniramine,1
Guanfacine,Brompheniramine,1
Haloperidol,Brompheniramine,0
Halothane,Brompheniramine,1
Hexobarbital,Brompheniramine,1
Hydrocodone,Brompheniramine,5
Hydromorphone,Brompheniramine,1
Hydroxyzine,Brompheniramine,5
Iloperidone,Brompheniramine,1
Imatinib,Brompheniramine,0
Imipramine,Brompheniramine,0
Irbesartan,Brompheniramine,0
Isavuconazole,Brompheniramine,2
Isoflurane,Brompheniramine,1
Isoniazid,Brompheniramine,0
Isradipine,Brompheniramine,0
Itraconazole,Brompheniramine,0
Ivacaftor,Brompheniramine,2
Ketamine,Brompheniramine,1
Ketazolam,Brompheniramine,1
Ketobemidone,Brompheniramine,1
Ketoconazole,Brompheniramine,0
Lamotrigine,Brompheniramine,1
Lapatinib,Brompheniramine,0
Leflunomide,Brompheniramine,0
Levobupivacaine,Brompheniramine,1
Levocetirizine,Brompheniramine,1
Levodopa,Brompheniramine,1
Levomethadylacetate,Brompheniramine,1
Levomilnacipran,Brompheniramine,1
Lidocaine,Brompheniramine,1
Lobeglitazone,Brompheniramine,0
Loratadine,Brompheniramine,1
Lorazepam,Brompheniramine,1
Lorcaserin,Brompheniramine,0
Lorpiprazole,Brompheniramine,2
Losartan,Brompheniramine,0
Lovastatin,Brompheniramine,0
Lumacaftor,Brompheniramine,2
Lurasidone,Brompheniramine,1
Maprotiline,Brompheniramine,1
Meclizine,Brompheniramine,1
Melatonin,Brompheniramine,1
Melperone,Brompheniramine,1
Meprobamate,Brompheniramine,1
Mesoridazine,Brompheniramine,1
Methadone,Brompheniramine,0
Methamphetamine,Brompheniramine,21
Methotrimeprazine,Brompheniramine,5
Methoxyflurane,Brompheniramine,1
Methsuximide,Brompheniramine,1
Methylphenobarbital,Brompheniramine,1
Metoprolol,Brompheniramine,2
Midazolam,Brompheniramine,1
Midostaurin,Brompheniramine,0
Mifepristone,Brompheniramine,2
Mirabegron,Brompheniramine,0
Mirtazapine,Brompheniramine,5
Mitotane,Brompheniramine,3
Moclobemide,Brompheniramine,0
Modafinil,Brompheniramine,0
Morphine,Brompheniramine,1
Nabilone,Brompheniramine,5
Nefazodone,Brompheniramine,0
Netupitant,Brompheniramine,2
Nicardipine,Brompheniramine,0
Bumetanide,Budesonide,16
Calcitriol,Budesonide,4
Carbamazepine,Budesonide,8
Celecoxib,Budesonide,1
Ceritinib,Budesonide,2
Chloroquine,Budesonide,1
Clarithromycin,Budesonide,2
Clemastine,Budesonide,2
Clotrimazole,Budesonide,2
Conivaptan,Budesonide,2
Crizotinib,Budesonide,2
Cyclosporine,Budesonide,2
Dabrafenib,Budesonide,3
Danazol,Budesonide,36
Dasatinib,Budesonide,2
Decamethonium,Budesonide,1
Diclofenac,Budesonide,1
Diethylstilbestrol,Budesonide,2
Diflunisal,Budesonide,1
Dihydroergotamine,Budesonide,2
Diltiazem,Budesonide,2
Donepezil,Budesonide,1
Doxycycline,Budesonide,2
Dronedarone,Budesonide,2
Enoxacin,Budesonide,1
Enzalutamide,Budesonide,3
Erythromycin,Budesonide,2
Estradiol,Budesonide,2
Estradiolacetate,Budesonide,2
Estradiolcypionate,Budesonide,2
Estradiolvalerate,Budesonide,2
Estrone,Budesonide,2
Etacrynicacid,Budesonide,16
Ethinylestradiol,Budesonide,2
Etodolac,Budesonide,1
Etoricoxib,Budesonide,1
Fingolimod,Budesonide,39
Flurbiprofen,Budesonide,1
Fluvoxamine,Budesonide,2
Fosphenytoin,Budesonide,8
Furosemide,Budesonide,16
Galantamine,Budesonide,1
Ibuprofen,Budesonide,1
Imatinib,Budesonide,2
Indacaterol,Budesonide,16
Indapamide,Budesonide,16
Indomethacin,Budesonide,1
Isavuconazole,Budesonide,2
Isoflurophate,Budesonide,1
Isoniazid,Budesonide,3
Isradipine,Budesonide,2
Itraconazole,Budesonide,2
Ivacaftor,Budesonide,2
Ketoconazole,Budesonide,2
Ketoprofen,Budesonide,1
Leflunomide,Budesonide,1
Levofloxacin,Budesonide,1
Lornoxicam,Budesonide,1
Lorpiprazole,Budesonide,2
Lovastatin,Budesonide,2
Loxoprofen,Budesonide,1
Lumacaftor,Budesonide,8
Lumiracoxib,Budesonide,1
Malathion,Budesonide,1
Masoprocol,Budesonide,1
Mefenamicacid,Budesonide,1
Mefloquine,Budesonide,1
Meloxicam,Budesonide,1
Memantine,Budesonide,1
Mestranol,Budesonide,2
Metamizole,Budesonide,1
Methyltestosterone,Budesonide,36
Metoclopramide,Budesonide,1
Mifepristone,Budesonide,4
Minaprine,Budesonide,1
Mitotane,Budesonide,3
Mycophenolatemofetil,Budesonide,1
Mycophenolicacid,Budesonide,1
Nabumetone,Budesonide,1
Nandrolonedecanoate,Budesonide,36
Naproxen,Budesonide,1
Nefazodone,Budesonide,2
Neostigmine,Budesonide,1
Netupitant,Budesonide,2
Bupivacaine,Bumetanide,1
Buprenorphine,Bumetanide,1
Canagliflozin,Bumetanide,28
Candesartancilexetil,Bumetanide,28
Captopril,Bumetanide,7
Carteolol,Bumetanide,1
Carvedilol,Bumetanide,1
Celecoxib,Bumetanide,4
Celiprolol,Bumetanide,16
Chloroquine,Bumetanide,4
Chlorpromazine,Bumetanide,1
Chlorpropamide,Bumetanide,4
Ciclesonide,Bumetanide,16
Cilnidipine,Bumetanide,1
Clenbuterol,Bumetanide,16
Clevidipine,Bumetanide,1
Clobetasolpropionate,Bumetanide,16
Clofarabine,Bumetanide,1
Clomipramine,Bumetanide,1
Clonidine,Bumetanide,1
Clozapine,Bumetanide,1
Codeine,Bumetanide,1
Conivaptan,Bumetanide,1
Cortisoneacetate,Bumetanide,16
Cyclosporine,Bumetanide,1
Dapagliflozin,Bumetanide,1
Daunorubicin,Bumetanide,2
Decamethonium,Bumetanide,59
Dexamethasone,Bumetanide,16
Dexketoprofen,Bumetanide,1
Dexmedetomidine,Bumetanide,1
Dextropropoxyphene,Bumetanide,1
Diclofenac,Bumetanide,4
Diclofenamide,Bumetanide,1
Diflunisal,Bumetanide,4
Digitoxin,Bumetanide,1
Digoxin,Bumetanide,1
Diltiazem,Bumetanide,1
Dobutamine,Bumetanide,16
Doxacuriumchloride,Bumetanide,59
Doxazosin,Bumetanide,1
Doxorubicin,Bumetanide,2
Droxidopa,Bumetanide,16
Duloxetine,Bumetanide,17
Efonidipine,Bumetanide,1
Enalapril,Bumetanide,7
Epinephrine,Bumetanide,16
Epirubicin,Bumetanide,2
Eplerenone,Bumetanide,1
Epoprostenol,Bumetanide,1
Eprosartan,Bumetanide,1
Estrone,Bumetanide,16
Estronesulfate,Bumetanide,16
Etacrynicacid,Bumetanide,1
Ethylmorphine,Bumetanide,1
Etodolac,Bumetanide,4
Etoricoxib,Bumetanide,4
Felodipine,Bumetanide,1
Fentanyl,Bumetanide,1
Flunisolide,Bumetanide,16
Fluocinoloneacetonide,Bumetanide,16
Fluorometholone,Bumetanide,16
Flurbiprofen,Bumetanide,4
Fluticasonefuroate,Bumetanide,16
Fluticasonepropionate,Bumetanide,16
Formoterol,Bumetanide,16
Furosemide,Bumetanide,1
Gliclazide,Bumetanide,4
Glimepiride,Bumetanide,4
Glipizide,Bumetanide,4
Glyburide,Bumetanide,4
Guanfacine,Bumetanide,1
Halothane,Bumetanide,1
Hexobarbital,Bumetanide,7
Hydralazine,Bumetanide,1
Hydrocodone,Bumetanide,1
Hydrocortisone,Bumetanide,16
Hydromorphone,Bumetanide,1
Ibuprofen,Bumetanide,4
Idarubicin,Bumetanide,2
Imipramine,Bumetanide,1
Indacaterol,Bumetanide,16
Indapamide,Bumetanide,1
Indomethacin,Bumetanide,4
Irbesartan,Bumetanide,1
Isoflurane,Bumetanide,1
Isoprenaline,Bumetanide,16
Isosorbidedinitrate,Bumetanide,1
Isosorbidemononitrate,Bumetanide,1
Isradipine,Bumetanide,1
Ketobemidone,Bumetanide,1
Ketoprofen,Bumetanide,4
Labetalol,Bumetanide,1
Leflunomide,Bumetanide,4
Lercanidipine,Bumetanide,1
Levobupivacaine,Bumetanide,1
Levodopa,Bumetanide,17
Levomethadylacetate,Bumetanide,1
Levosalbutamol,Bumetanide,16
Linagliptin,Bumetanide,4
Lornoxicam,Bumetanide,4
Losartan,Bumetanide,1
Loxoprofen,Bumetanide,4
Lumiracoxib,Bumetanide,4
Masoprocol,Bumetanide,4
Mefenamicacid,Bumetanide,4
Meloxicam,Bumetanide,4
Metamizole,Bumetanide,4
Methadone,Bumetanide,1
Methazolamide,Bumetanide,1
Methotrexate,Bumetanide,4
Methyldopa,Bumetanide,1
Methylphenobarbital,Bumetanide,7
Methylprednisolone,Bumetanide,16
Metoprolol,Bumetanide,1
Miglitol,Bumetanide,4
Mitiglinide,Bumetanide,4
Mometasone,Bumetanide,16
Morphine,Bumetanide,1
Mycophenolatemofetil,Bumetanide,4
Mycophenolicacid,Bumetanide,4
Nabilone,Bumetanide,1
Nabumetone,Bumetanide,4
Naproxen,Bumetanide,4
Nateglinide,Bumetanide,4
Nebivolol,Bumetanide,1
Nicardipine,Bumetanide,1
Buprenorphine,Bupivacaine,5
Bupropion,Bupivacaine,0
Buspirone,Bupivacaine,1
Butamben,Bupivacaine,1
Caffeine,Bupivacaine,0
Canagliflozin,Bupivacaine,1
Candesartancilexetil,Bupivacaine,1
Captopril,Bupivacaine,1
Carbamazepine,Bupivacaine,8
Carbinoxamine,Bupivacaine,1
Carisoprodol,Bupivacaine,1
Carteolol,Bupivacaine,2
Carvedilol,Bupivacaine,2
Celecoxib,Bupivacaine,0
Celiprolol,Bupivacaine,2
Ceritinib,Bupivacaine,2
Chloramphenicol,Bupivacaine,0
Chloroprocaine,Bupivacaine,1
Chloroquine,Bupivacaine,0
Chlorphenamine,Bupivacaine,1
Chlorpromazine,Bupivacaine,0
Chlorzoxazone,Bupivacaine,1
Cholecalciferol,Bupivacaine,0
Cilnidipine,Bupivacaine,1
Cimetidine,Bupivacaine,0
Cinacalcet,Bupivacaine,0
Cinchocaine,Bupivacaine,1
Citalopram,Bupivacaine,0
Clarithromycin,Bupivacaine,0
Clemastine,Bupivacaine,0
Clevidipine,Bupivacaine,1
Clofarabine,Bupivacaine,1
Clomipramine,Bupivacaine,0
Clonazepam,Bupivacaine,1
Clonidine,Bupivacaine,1
Clorazepate,Bupivacaine,1
Clotrimazole,Bupivacaine,0
Clozapine,Bupivacaine,0
Cocaine,Bupivacaine,0
Codeine,Bupivacaine,1
Conivaptan,Bupivacaine,2
Crizotinib,Bupivacaine,0
Cyclizine,Bupivacaine,1
Cyclobenzaprine,Bupivacaine,1
Cyclosporine,Bupivacaine,0
Cyproheptadine,Bupivacaine,1
Cyproteroneacetate,Bupivacaine,3
Dabrafenib,Bupivacaine,3
Dantrolene,Bupivacaine,1
Dapagliflozin,Bupivacaine,1
Darifenacin,Bupivacaine,0
Dasatinib,Bupivacaine,2
Desipramine,Bupivacaine,0
Desloratadine,Bupivacaine,1
Desvenlafaxine,Bupivacaine,1
Dexmedetomidine,Bupivacaine,1
Dextropropoxyphene,Bupivacaine,1
Diazepam,Bupivacaine,1
Diclofenamide,Bupivacaine,1
Dihydroergotamine,Bupivacaine,0
